id,capability,category,first_seen,last_seen,domain,stated_status_in_source,backlog_row,prompt_ids
INV1-1042,"2026-08-27 21:40 UTC (Cowork) — A5c shipped. The producer is now CORRECT, GATED — and feeding lanes with zero consumers.",ingestion,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:205,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:205,lcc,stated: unspecified (finding/round note),,A5c
INV1-1043,2026-08-27 20:07 UTC (Cowork) — crons 34/35 PAUSED pending A5c; and a false alarm worth recording,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:266,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:266,lcc,stated: unspecified (finding/round note),,A5c
INV1-1044,"2026-08-27 19:xx UTC (Cowork) — A5a merged AND deployed, but has not RUN yet. Do not read the counts yet.",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:311,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:311,lcc,stated: unspecified (finding/round note),,A5a
INV1-1045,2026-08-27 (Cowork) — A5a drafted: fix the producer before repairing anything it broke,ingestion,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:380,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:380,lcc,stated: unspecified (finding/round note),,A5a
INV1-1046,2026-08-27 (Cowork) — ⛔ A5 refuted BOTH of my re-audit's headline calls. The metric was manufactured.,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:412,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:412,lcc,stated: unspecified (finding/round note),,A5
INV1-1047,"2026-08-27 17:15 UTC (Cowork) — A2b + A4b landed; refreshed the kickoff doc, which carried a DANGEROUS instruction",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:518,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:518,lcc,stated: unspecified (finding/round note),,A2b;A4b
INV1-1048,2026-08-27 (Cowork) — consolidated the lane into ONE canonical doc; drafted A2b + A4b,identity,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:564,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:564,lcc,stated: unspecified (finding/round note),,A2b;A4b
INV1-1049,2026-08-27 14:00 UTC (Cowork) — V8 confirms APPLIED + A2a landed. Lane: 314 done / 156 open.,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:601,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:601,lcc,stated: unspecified (finding/round note),,A2a
INV1-1050,A2a — merged the duplicate entities; lane 288 → 314,identity,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:625,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:625,lcc,stated: unspecified (finding/round note),,A2a
INV1-1051,2026-08-27 13:28 UTC (Cowork) — the on-box Analyst's Take produces for the first time; A2a drafted,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:699,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:699,lcc,stated: unspecified (finding/round note),,A2a
INV1-1052,"2026-08-27 (Cowork) — A3 + A4 landed. The lane is 288 done / 182 open, and BOTH prompts corrected my premises.",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:736,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:736,lcc,stated: unspecified (finding/round note),,A3;A4
INV1-1053,"A4 — my ""the guards are probably right"" hypothesis was WRONG, and that is the finding",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:742,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:742,lcc,stated: unspecified (finding/round note),,A4
INV1-1054,A3 — the machinery is built; the movement now needs 12 human confirmations,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:755,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:755,lcc,stated: unspecified (finding/round note),,A3
INV1-1055,"2026-08-27 (Cowork) — A3 measured before building it: the 73 ""mismatches"" are mostly sponsor↔SPE",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:801,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:801,lcc,stated: unspecified (finding/round note),,A3
INV1-1056,✅ A0 shipped too — and the guard caught a second instance on its first CI run,infra / CI / security,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:960,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:960,lcc,stated: shipped/live (✅),,A0
INV1-1057,2026-08-27 03:10 UTC (Cowork) — two follow-up measurements on P195's open items,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1023,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1023,lcc,stated: unspecified (finding/round note),,P195
INV1-1058,"⚠️ N11's blast radius is DORMANT, not armed — measured before treating it as an incident",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1025,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1025,lcc,stated: flagged issue/footgun (⚠️),,N11
INV1-1059,"2026-08-27 (Cowork) — P195: the byte-identical owner merge landed, and two traps in landing it",identity,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1064,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1064,lcc,stated: unspecified (finding/round note),,P195
INV1-1060,"2026-08-26 (Cowork) — P194: the Tier 0 auto-attach sweep, and what a ""living loop"" actually needs",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1113,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1113,lcc,stated: unspecified (finding/round note),,P194
INV1-1061,"2026-08-26 — RECONCILED: 189, 192/194 and the sidebar P194 all merged. **Two of my own claims were refuted.**",surfaces,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1173,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1173,lcc,stated: unspecified (finding/round note),,P194
INV1-1062,✅ P189 — the merge detector's blind spot is fixed,identity,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1179,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1179,lcc,stated: shipped/live (✅),,P189
INV1-1063,⚠️ AND MY PROMPT 192 §2 WAS WRONG IN A WAY THAT MATTERS,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1199,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1199,lcc,stated: flagged issue/footgun (⚠️),,
INV1-1064,✅ P194 (sidebar) — a retired Vercel deployment was a second writer,surfaces,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1220,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1220,lcc,stated: shipped/live (✅),,P194
INV1-1065,"2026-08-26 (Cowork) — P193: SPE subsidiaries should inherit the sponsor's answer (Scott, from the lane)",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1237,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1237,lcc,stated: unspecified (finding/round note),,P193
INV1-1066,2026-08-27 — the gate is GREEN on `main`; two lessons from how it got there; A2 drafted,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1282,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1282,lcc,stated: unspecified (finding/round note),,A2
INV1-1067,"2026-08-27 (Cowork, automation window) — A1 shipped; E4 answered; and the CI gate we just built is red on main",flows / automation,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1376,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1376,lcc,stated: unspecified (finding/round note),,A1
INV1-1068,"2026-08-26 (Cowork, late) — sized the W5.3 channel split; the obvious next build is refuted",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1542,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1542,lcc,stated: unspecified (finding/round note),,W5.3
INV1-1069,"2026-08-26 (Cowork, evening) — picked up the W5.3 / Ollama-hygiene thread; it was measuring the wrong population",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1624,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1624,lcc,stated: unspecified (finding/round note),,W5.3
INV1-1070,2026-08-26 (Cowork) — P192: stop asking questions the data already answers. 255 cards → 109.,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1740,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1740,lcc,stated: unspecified (finding/round note),,P192
INV1-1071,2026-08-26 (Cowork) — P191: the lane closed cards it had no business closing (found by working it),docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1788,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1788,lcc,stated: unspecified (finding/round note),,P191
INV1-1072,"2026-08-26 (Cowork) — P190: Scott's two Tier 0 decisions, applied live",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1826,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1826,lcc,stated: unspecified (finding/round note),,P190
INV1-1073,"2026-08-26 (Cowork) — Tier 0 owner-contact arc COMPLETE: P186 → P187 → P188 (all merged, live)",ownership,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1861,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1861,lcc,stated: shipped/live (COMPLETE),,P186;P187;P188
INV1-1074,"2026-08-26 (Cowork) — R8 Stage 1 SCOPED: on-box ""Analyst's Take"" (Prompt 138)",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1919,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1919,lcc,stated: unspecified (finding/round note),,R8
INV1-1075,2026-08-26 (Cowork) — P134/P135/P136 SHIPPED (assist production-health fixes); folder cleaned,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1963,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1963,lcc,stated: shipped/live (SHIPPED),,P134;P135;P136
INV1-1076,"2026-08-26 (Cowork) — Research page task list was DEAD (P132, SHIPPED); P133 cron; NEXT_STEP_AI ON",flows / automation,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2017,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2017,lcc,stated: shipped/live (SHIPPED),,P132;P133
INV1-1077,"W6.5 Stage 2 Units 1–5 (2026-08-20, Cowork) — detail.js 18,481 → 16,203 lines, byte-identical",surfaces,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2104,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2104,lcc,stated: unspecified (finding/round note),,W6.5
INV1-1078,P121 (2026-08-20) — the staging→Processed ordering hazard is CLOSED (Flow 6 vs the mirror),flows / automation,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2140,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2140,lcc,stated: refuted/retired (CLOSED),,P121
INV1-1079,"P128 (2026-08-25) — the U3 conflict-card test asserts the CONTRACT, not the expression text",infra / CI / security,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2220,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2220,lcc,stated: unspecified (finding/round note),,P128
INV1-1080,"P130 (2026-08-26) — the last two suite failures: BOTH stale tests, suite is 4,367 / 0",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2270,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2270,lcc,stated: unspecified (finding/round note),,P130
INV1-1081,P126 (2026-08-25) — draft-assist appends Scott's real branded signature; the draft is send-ready,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2339,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2339,lcc,stated: unspecified (finding/round note),,P126
INV1-1082,P127 (2026-08-25) — the signature loader sanitizes; a dirty asset can no longer reach a draft,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2395,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2395,lcc,stated: unspecified (finding/round note),,P127
INV1-1083,P128 (2026-08-24) — stale w8-u3 test fixed; ⚠️ suite is NOT clean (3 real failures remain),infra / CI / security,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2450,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2450,lcc,stated: flagged issue/footgun (⚠️),,P128
INV1-1084,P127 (2026-08-24) — signature load-time sanitizer shipped (the durable fix),docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2518,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2518,lcc,stated: unspecified (finding/round note),,P127
INV1-1085,P126 (2026-08-24) — signature append shipped; ⚠️ Cowork caught DIRTY runtime assets (fixed) → prompt 127,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2540,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2540,lcc,stated: flagged issue/footgun (⚠️),,P126
INV1-1086,"P125 (2026-08-21) — draft-assist retrieval + threading + deal-context, all six items fixed",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2563,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:2563,lcc,stated: unspecified (finding/round note),,P125
INV1-1087,"STATUS archive — Claude Code queue, 2026-08-29 → 2026-09-11 (CONSOLIDATE2 round 2: B6d/B6e CI arc, PRI/BROKER1, AC-series, P18/BUY0/BROKER1 design opens, ID-series, C13/C14 tail)",infra / CI / security,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:1,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:1,lcc,stated: unspecified (finding/round note),,B6d;B6e;C13;C14;P18
INV1-1088,2026-09-11 — P18 decisions recorded; spec v0.2 architecture; EB1 prompt drafted,docs & process,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:102,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:102,lcc,stated: unspecified (finding/round note),,P18
INV1-1089,"2026-09-11 — P18 opened (design-only): swimlane Market Briefs, CTO/CDO build brief, operator channel",docs & process,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:114,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:114,lcc,stated: unspecified (finding/round note),,P18
INV1-1090,"2026-09-11 — BROKER1: assign every prospect to a Team Briggs broker, built (not yet run live)",BD engine,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:137,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:137,lcc,stated: unspecified (finding/round note),,
INV1-1091,"2026-09-11 — PDR14b shipped + live-applied: dia dangling property_id self-heal, ongoing monitoring, acceptance test confirmed",infra / CI / security,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:299,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:299,dia,stated: unspecified (finding/round note),,
INV1-1092,"2026-09-11 — PDR14a shipped + live-verified; government-side parallel gap investigated and found small, closed, and fully explained; recommendation delivered",docs & process,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:362,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:362,gov,stated: unspecified (finding/round note),,
INV1-1093,"2026-09-11 — PDR14 investigated per Scott's direction: only 28 of 89 orphaned LCC-dia links trace to a known dia merge ledger; evidence points the other 61 at pre-audit-log-era cleanup, not ongoing loss; two fix prompts filed (PDR14a, PDR14b)",identity,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:452,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:452,dia,stated: unspecified (finding/round note),,
INV1-1094,"2026-09-11 — PDR2/PDR3/PDR6 root-caused (read-only investigation, no writes): all three trace to ONE shared cause — dia's own `properties` table has 5 un-deduped rows for the DaVita/Donna-TX address; PDR1's entity merge never touched it",identity,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:575,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:575,dia,stated: unspecified (finding/round note),,
INV1-1095,2026-09-10 — PDR1 EXECUTED: 19 of 22 ambiguous entities merged live (incl. DaVita/Donna-TX); found a real planner gap on 3 more; confirmed DaVita's actual downstream effect,docs & process,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:661,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:661,lcc,stated: unspecified (finding/round note),,
INV1-1096,"2026-09-10 — PDR1 live-verified: the real auto-merge/needs_human split measured (22/167/0 of 189), migration applied, DaVita/Donna-TX confirmed resolvable",identity,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:713,docs/history/STATUS_claude-code_2026-08-29_to_2026-09-11.md:713,lcc,stated: unspecified (finding/round note),,
